Code,Group Clause,Atomic Clause,Content
Safety of Users,Visibility in escape routes,F6.3.1,"Specified features in escape routes must, when the systems for visibility are at their design level, be reasonably visible. Performance F6.3.1 does not apply to specified features in the initial 20 metres of an escape route if the risk of injury, or impediment to movement of people, due to the specified features not being visible is low (for example, because people are familiar with the escape route, the escape route is level, and people do not require assistance to escape)."
Safety of Users,Visibility in escape routes,F6.3.2,"The systems for visibility must operate to the following percentages of their design levels within the following times after failure of the main lighting: (a) 80% in 0.5 seconds in locations (examples of which are given by performance F6.3.3) where there is a high risk of injury due to delay in operation of the systems for visibility; and (b) 10% in 0.5 seconds, and 80% in 30 seconds, in stairs and in locations that are unfamiliar to users; and (c) 10% in 20 seconds, and 80% in 60 seconds, in all other locations."
Safety of Users,Visibility in escape routes,F6.3.3,Examples of locations (referred to in performance F6.3.2(a)) where there is a high risk of injury due to delay in operation of the systems for visibility include: (a) areas where dangerous machinery is installed: (b) areas where hazardous processes take place: (c) clinical areas of hospitals: (d) prisons and other buildings in which people are detained: (e) any part of an escape route designed for use at any time by more than 250 people.
Safety of Users,Visibility in escape routes,F6.3.4,"The systems for visibility must operate continuously in buildings or parts of buildings in the following risk groups for the following periods after failure of the main lighting: (a) risk group A, until restoration of the main lighting system: (b) risk group B, 90 minutes: (c) risk group C, 30 minutes."
Safety of Users,Visibility in escape routes,F6.3.5,"Despite performance F6.3.4, if a building or part of a building falls into both risk group A and risk group B, the systems for visibility must operate for whichever is the longer of the periods specified in performance F6.3.4(a) and (b)."
Safety of Users,Visibility in escape routes,F6.3.6,Signs to indicate escape routes must be provided as required by Clause F8 Signs.
Safety of Users,Warning systems,F7.1,The objective of this provision is to safeguard people from injury or illness due to lack of awareness of an emergency.
Safety of Users,Warning systems,F7.2,Buildings shall be provided with appropriate means of warning people to escape to a safe place in an emergency.
Safety of Users,Warning systems,F7.3.1,A means of warning must alert people to the emergency in adequate time for them to reach a safe place.
Safety of Users,Warning systems,F7.3.2,Appropriate means of detection and warning for fire must be provided within each household unit.
Safety of Users,Warning systems,F7.3.3,Appropriate means of warning for fire and other emergencies must be provided in buildings as necessary to satisfy the other performance requirements of this code.
Safety of Users,Signs,F8.1,"The objective of this provision is to: (a) safeguard people from injury or illness resulting from inadequate identification of escape routes, or of hazards within or about the building, (b) safeguard people from loss of amenity due to inadequate direction, and (c) ensure that people with disabilities are able to carry out normal activities and processes within buildings. Objective F8.1(c) applies only to those buildings to which section 118 of the Building Act 2004 applies."
Safety of Users,Signs,F8.2,"Signs must be provided in and about buildings to identify: (a) escape routes, (b) emergency-related safety features, (c) potential hazards, and (d) accessible routes and facilities for people with disabilities. Requirement F8.2 does not apply to detached dwellings, or within household units in multi-unit dwellings."
Safety of Users,Signs,F8.3.1,"Signs must be clearly visible and readily understandable under all conditions of foreseeable use, including emergency conditions."
Safety of Users,Signs,F8.3.2,Signs identifying potential hazards must be provided and located so that people encounter the signs before encountering the potential hazard.
Safety of Users,Signs,F8.3.3,"Signs to facilitate escape to a place of safety must be provided and (a) be located to identify the escape routes, and (b) continue to meet the performance requirements in clause F8.3.1 during failure of the main lighting for the period required by performance F6.3.4 and performance F6.3.5."
Safety of Users,Signs,F8.3.4,Signs must be provided and located to identify accessible routes and facilities provided for people with disabilities.
Safety of Users,Signs,F8.3.5,Accessible routes must be identified with the International Symbol of Access.
Safety of Users,Means of restricting access to residential pools,F9.1,The objective of this provision is to prevent injury or death to young children involving residential pools.
Safety of Users,Means of restricting access to residential pools,F9.2,Residential pools with a maximum depth of water of 400 mm or more that are filled or partly filled with water must have means of restricting access that prevents unsupervised access by a child under 5 years of age.
Safety of Users,Means of restricting access to residential pools,F9.3.1,"Residential pools must have or be provided with physical barriers that restrict access to the pool or the immediate pool area by unsupervised young children (ie, under 5 years of age). In the case of a small heated pool, the means of restricting access referred to in Performance F9.3.1 need only restrict access to the pool when the pool is not in use."
Safety of Users,Means of restricting access to residential pools,F9.3.2,"Barriers must either—(a) surround the pool (and may enclose the whole or part of the immediate pool area); or (b) in the case of a small heated pool, cover the pool itself. Performance F9.3.2(b) applies only to those small heated pools where the top surface of every wall of the pool is at all points not less than 760 mm above the adjacent floor or ground and the walls of the pool inhibit climbing."
Safety of Users,Means of restricting access to residential pools,F9.3.3,A barrier surrounding a pool must have no permanent objects or projections on the outside that could assist children in negotiating the barrier. Any gates must— (a) open away from the pool; and (b) not be able to be readily opened by children; and (c) automatically return to the closed position after use.
Safety of Users,Means of restricting access to residential pools,F9.3.4,"Where a building forms all or part of an immediate pool area barrier,—(a) doors between the building and the immediate pool area must not be able to be readily opened by children, and must either— (i) emit an audible warning when the door is open; or (ii) close automatically after use: (b) windows opening from a building into the immediate pool area must be constructed or positioned to restrict the passage of children."
Safety of Users,Means of restricting access to residential pools,F9.3.5,"Where a cover is provided as a barrier to a small heated pool, it must—(a) restrict the entry of children when closed; and (b) be able to withstand a reasonably foreseeable load; and (c) be able to be readily returned to the closed position; and (d) have signage indicating its child safety features."
Services and Facilities,Personal hygiene,G1.1,"The objective of this provision is to: (a) safeguard people from illness caused by infection or contamination, (b) safeguard people from loss of amenity arising from the absence of appropriate personal hygiene facilities, and (c) ensure people with disabilities are able to carry out normal activities and processes within buildings. Objective G1.1(c) shall apply only to those buildings to which section 47A of the Act applies."
Services and Facilities,Personal hygiene,G1.2,Buildings shall be provided with appropriate spaces and facilities for personal hygiene.
Services and Facilities,Personal hygiene,G1.3.1,Sanitary fixtures shall be provided in sufficient number and be appropriate for the people who are intended to use them.
Services and Facilities,Personal hygiene,G1.3.2,"Sanitary fixtures shall be located, constructed and installed to: (a) facilitate sanitation, (b) avoid risk of food contamination, (c) avoid harbouring dirt or germs, (d) provide appropriate privacy, (e) avoid affecting occupants of adjacent spaces from the presence of unpleasant odours, accumulation of offensive matter, or other source of annoyance, (f) allow effective cleaning, (g) discharge to a plumbing and drainage system as required by Clause G13 Foul water when water-borne disposal is used, and (h) provide a healthy safe disposal system when non-water-borne disposal is used."
Services and Facilities,Personal hygiene,G1.3.3,Facilities for personal hygiene shall be provided in convenient locations.
Services and Facilities,Personal hygiene,G1.3.4,"Personal hygiene facilities provided for people with disabilities shall be accessible. Performance G1.3.4 shall not apply to housing, outbuildings, backcountry huts, ancillary buildings, and to industrial buildings where no more than 10 people are employed."
Services and Facilities,Laundering,G2.1,"The objective of this provision is to ensure: (a) adequate amenities for people to do laundering, and (b) that people with disabilities are able to carry out normal activities and processes within buildings. Objective G2.1(b) shall apply to those buildings to which section 47A of the Act applies."
Services and Facilities,Laundering,G2.2,"Buildings shall be provided with adequate space and facilities for laundering. Requirement G2.2 shall apply only to housing, old people’s homes, early childhood centres, camping grounds and work camps."
Services and Facilities,Laundering,G2.3.1,"Facilities shall have capacity for the intended use, and consist of fixtures, or space and services for appliances."
Services and Facilities,Laundering,G2.3.2,Space shall be adequate in size to provide for the installation and use of fixtures or appliances.
Services and Facilities,Laundering,G2.3.3,Space and facilities shall be provided within each accommodation unit or may be grouped elsewhere in a convenient location.
Services and Facilities,Laundering,G2.3.4,Accessible facilities shall be provided for people with disabilities. Performance G2.3.4 shall apply only to camping grounds.
Services and Facilities,Food preparation and prevention of contamination,G3.1,"The objective of this provision is to: (a) safeguard people from illness due to contamination, (b) enable hygienic food preparation without loss of amenity, and (c) ensure that people with disabilities are able to carry out normal activities and processes within buildings. Objective G3.1(c) shall apply only to those buildings to which section 47A of the Act applies."
Services and Facilities,Food preparation and prevention of contamination,G3.2.1,"Buildings shall be provided with space and facilities for the hygienic storage, preparation and cooking of food, that are adequate for the intended use of the building. Requirement G3.2.1 shall apply to housing, work camps, old people’s homes and early childhood centres, and where appropriate shall also apply to commercial and industrial buildings whose intended uses include the manufacture, preparation, packaging or storage of food."
Services and Facilities,Food preparation and prevention of contamination,G3.2.2,"Buildings used for the storage, manufacture or processing of food, including animal products, shall be constructed to safeguard the contents from contamination."
Services and Facilities,Food preparation and prevention of contamination,G3.2.3,"Buildings used for the medical treatment of humans or animals, or the reception of dead bodies, shall be constructed to avoid the spread of contamination from the building contents."
Services and Facilities,Food preparation and prevention of contamination,G3.3.1,"Food preparation facilities shall be hygienic and include: (a) space for a refrigerator, or a perishable food storage area capable of being cooled and protected from vermin and insects, (b) means for food rinsing, utensil washing and waste water disposal, (c) means for cooking food, and (d) space and a surface for food preparation. Performance G3.3.1(a) and (b) shall apply to housing, work camps, old people’s homes, early childhood centres and commercial or industrial buildings whose intended uses include the handling of perishable food. Performance G3.3.1(c) shall apply to housing, work camps, old people’s homes and early childhood centres. Performance G3.3.1(d) shall apply to housing, work camps, old people’s homes and early childhood centres."
Services and Facilities,Food preparation and prevention of contamination,G3.3.2,"Spaces for food preparation and utensil washing shall have: (a) interior linings and work surfaces shall be impervious and easily cleaned (b) all building elements constructed with materials which are free from hazardous substances which could cause contamination to the building contents, and (c) exposed building elements located and shaped to avoid the accumulation of dirt."
Services and Facilities,Food preparation and prevention of contamination,G3.3.3,"An adequate energy supply shall be provided, appropriately located for use by cooking and refrigeration appliances."
Services and Facilities,Food preparation and prevention of contamination,G3.3.4,"Space and facilities shall be provided within each household unit, or grouped elsewhere in a convenient location."
Services and Facilities,Food preparation and prevention of contamination,G3.3.5,Where facilities are provided for people with disabilities they shall be accessible. Performance G3.3.5 shall apply only to camping grounds and accessible accommodation units in communal residential buildings.
Services and Facilities,Food preparation and prevention of contamination,G3.3.6,"Spaces in buildings shall be protected from the likelihood of contamination or vermin entering areas used for the storage, processing or preparation of food, and shall have a means of preventing contamination spreading from these areas to other spaces. Performance G3.3.6 shall apply to commercial or industrial buildings whose intended uses include the handling of perishable food, the medical treatment of humans or animals, the slaughter of animals or the reception of dead bodies."
Services and Facilities,Ventilation,G4.1,The objective of this provision is to safeguard people from illness or loss of amenity due to lack of fresh air.
Services and Facilities,Ventilation,G4.2,Spaces within buildings shall be provided with adequate ventilation consistent with their maximum occupancy and their intended use.
Services and Facilities,Ventilation,G4.3.1,Spaces within buildings shall have means of ventilation with outdoor air that will provide an adequate number of air changes to maintain air purity.
Services and Facilities,Ventilation,G4.3.2,"Mechanical air-handling systems shall be constructed and maintained in a manner that prevents harmful bacteria, pathogens and allergens from multiplying within them."
Services and Facilities,Ventilation,G4.3.3,"Buildings shall have a means of collecting or otherwise removing the following products from the spaces in which they are generated (a) cooking fumes and odours, (b) moisture from laundering, utensil washing, bathing and showering, (c) odours from sanitary and waste storage spaces, (d) gaseous by-products and excessive moisture from commercial or industrial processes, (e) poisonous fumes and gases, (f) flammable fumes and gases, (g) airborne particles, (h) bacteria, viruses or other pathogens, or (i) products of combustion."
Services and Facilities,Ventilation,G4.3.4,Contaminated air shall be disposed of in a way which avoids creating a nuisance or hazard to people and other property.
Services and Facilities,Ventilation,G4.3.5,The quantities of air supplied for ventilation shall meet the additional demands of any fixed combustion appliances.
Services and Facilities,Interior environment,G5.1,"The objective of this provision is to: (a) safeguard people from illness caused by low air temperature, (b) safeguard people from injury or loss of amenity caused by inadequate activity space, (c) safeguard people from injury caused by unsafe installations, and (d) ensure that people with disabilities are able to carry out normal activities and processes within buildings. Objective G5.1(d) shall apply to those buildings to which section 47A of the Act applies."
Services and Facilities,Interior environment,G5.2.1,"Buildings shall be constructed to provide: (a) an adequate, controlled interior temperature, (b) adequate activity space for the intended use, and (c) accessible spaces and facilities. Requirement G5.2.1(a) shall apply only to habitable spaces, bathrooms and recreation rooms in old people’s homes and early childhood centres. Requirement G5.2.1(b) shall apply only to old people’s homes. Requirement G5.2.1(c) shall apply only to communal residential, communal non-residential, and commercial buildings."
Services and Facilities,Interior environment,G5.2.2,"Requirement G5.2.1(a) shall apply only to habitable spaces, bathrooms and recreation rooms in old people’s homes and early childhood centres. Requirement G5.2.1(b) shall apply only to old people’s homes. Requirement G5.2.1(c) shall apply only to communal residential, communal non-residential, and commercial buildings."
Services and Facilities,Interior environment,G5.3.1,"Habitable spaces, bathrooms and recreation rooms shall have provision for maintaining the internal temperature at no less than 16°C measured at 750 mm above floor level, while the space is adequately ventilated. Performance G5.3.1 shall apply only to old people’s homes and early childhood centres."
Services and Facilities,Interior environment,G5.3.2,Performance G5.3.2 shall apply only to old people’s homes and early childhood centres.
Services and Facilities,Interior environment,G5.3.3,"Habitable spaces shall have sufficient space for activity, furniture, and sanitary and mobility aids. Performance G5.3.3 shall apply only to old people’s homes."
Services and Facilities,Interior environment,G5.3.4,"Where reception counters or desks are provided for public use, at least one counter or desk shall be accessible. Performance G5.3.4 applies only to communal residential, communal non-residential, and commercial buildings."
Services and Facilities,Interior environment,G5.3.5,"Buildings shall be provided with listening systems which enable enhanced hearing by people with hearing aids. Performance G5.3.5 applies only to: (a) communal non-residential assembly spaces occupied by more than 250 people, and (b) any theatre, cinema, or public hall, and (c) assembly spaces in old people’s homes occupied by more than 20 people."
Services and Facilities,Interior environment,G5.3.6,Enhanced listening systems shall be identified by signs complying with Clause F8 Signs.
Services and Facilities,Airborne and impact sound,G6.1,The objective of this provision is to safeguard people from illness or loss of amenity as a result of undue noise being transmitted between abutting occupancies.
Services and Facilities,Airborne and impact sound,G6.2,"Building elements which are common between occupancies, shall be constructed to prevent undue noise transmission from other occupancies or common spaces, to the habitable spaces of household units."
Services and Facilities,Airborne and impact sound,G6.3.1,"The Sound Transmission Class of walls, floors and ceilings, shall be no less than 55."
Services and Facilities,Airborne and impact sound,G6.3.2,The Impact Insulation Class of floors shall be no less than 55.
Services and Facilities,Natural light,G7.1,The objective of this provision is to safeguard people from illness or loss of amenity due to isolation from natural light and the outside environment.
Services and Facilities,Natural light,G7.2,"Habitable spaces shall provide adequate openings for natural light and for a visual awareness of the outside environment. Requirement G7.2 shall apply only to housing, old people’s homes and early childhood centres."
Services and Facilities,Natural light,G7.3.1,Natural light shall provide an illuminance of no less than 30 lux at floor level for 75% of the standard year.
Services and Facilities,Natural light,G7.3.2,Openings to give awareness of the outside shall be transparent and provided in suitable locations.
Services and Facilities,Artificial light,G8.1,The objective of this provision is to safeguard people from injury due to lack of adequate lighting.
Services and Facilities,Artificial light,G8.2,"Spaces within buildings used by people, shall be provided with adequate artificial lighting which, when activated in the absence of sufficient natural light, will enable safe movement. Requirement G8.2 shall apply to: (a) all exitways in multi-unit dwellings, group dwellings and communal residential (except backcountry huts), communal non-residential, commercial and industrial buildings, (b) all access routes except those in outbuildings, backcountry huts, and ancillary buildings, and (c) all common spaces within multi-unit dwellings, group dwellings, and communal residential (except backcountry huts) and communal non-residential buildings."
Services and Facilities,Artificial light,G8.3,"Illuminance at floor level shall be no less than 20 lux. Performance G8.3 does not apply during a failure of the main lighting, when the requirements in Clause F6 Visibility in escape routes apply."
Services and Facilities,Electricity,G9.1,"The objective of this provision is to ensure that: (a) in buildings supplied with electricity, the electrical installation has safeguards against outbreak of fire and personal injury, and (b) people with disabilities are able to carry out normal activities and processes within buildings. Objective G9.1(b) shall apply only to those buildings to which section 47A of the Act applies."
Services and Facilities,Electricity,G9.2,"Where provided in a building, electrical installations shall be safe for their intended use."
Services and Facilities,Electricity,G9.3.1,"The electrical installation shall incorporate systems to: (a) protect people from contact with parts of the installation which are live during normal operation, and to prevent parts of the installation or other building elements becoming live during fault conditions, (b) permit the safe isolation of the installation and of electrical fittings and appliances, (c) safeguard people from excessive temperatures resulting from either normal operation of electrical equipment, or from currents which could exceed the installation rating, (d) safeguard people from injury which may result from electromechanical stress in electrical components caused by currents in excess of the installation rating, (e) protect building elements from risk of ignition, impairment of their physical or mechanical properties, or function, due to temperature increases resulting from heat transfer or electric arc, (f) operate safely in its intended environment, and (g) safeguard against ignition of the surrounding atmosphere where it is potentially flammable or explosive."
Services and Facilities,Electricity,G9.3.2,"An electrical installation supplying an essential service shall: (a) maintain the supply for a time appropriate to that service, and (b) be capable of being isolated from the supply system, independently of the remainder of the installation."
Services and Facilities,Electricity,G9.3.3,"An electrical installation supplying an essential service shall: (a) maintain the supply for a time appropriate to that service, and (b) be capable of being isolated from the supply system, independently of the remainder of the installation."
Services and Facilities,Electricity,G9.3.4,"In buildings intended for use by people with disabilities, light switches and plug socket outlets shall be accessible and usable. Performance G9.3.4 shall not apply to housing, outbuildings, ancillary buildings, and to industrial buildings where no more than 10 people are employed."
Services and Facilities,Electricity,G10.1,The objective of this provision is to safeguard people from injury or illness caused by extreme temperatures or hazardous substances associated with building services.
Services and Facilities,Piped services,G10.2,"In buildings provided with potentially hazardous services containing hot, cold, flammable, corrosive or toxic fluids, the installations shall be constructed to provide adequate safety for people."
Services and Facilities,Piped services,G10.3.1,"Piping systems shall be constructed to avoid the likelihood of: (a) significant leakage or damage during normal or reasonably foreseeable abnormal conditions, (b) detrimental contamination of the contents by other substances, (c) adverse interaction between services, or between piping and electrical systems, and (d) people having contact with pipes which could cause them harm."
Services and Facilities,Piped services,G10.3.2,Provision shall be made for the ready removal of moisture or condensate in gas pipes.
Services and Facilities,Piped services,G10.3.3,Pipes shall be protected against corrosion in the environment of their use.
Services and Facilities,Piped services,G10.3.4,Piping systems shall be identified with markings if the contents are not readily apparent from the location or associated equipment.
Services and Facilities,Piped services,G10.3.5,Enclosed spaces shall be constructed to avoid the likelihood of accumulating vented or leaking gas.
Services and Facilities,Piped services,G10.3.6,"Piped systems shall have isolation devices which permit the installation or individual items of apparatus to be isolated from the supply system, for maintenance, testing, fault detection and repair."
Services and Facilities,Gas as an energy source,G11.1,"The objective of this provision is to: (a) safeguard people from injury arising from the use of gas as an energy source, (b) safeguard people and other property from the risk of fire or explosion, and (c) safeguard people from loss of amenity due to the gas supply being inadequate for the intended use."
Services and Facilities,Gas as an energy source,G11.2,"In buildings where gas is used as an energy source, the supply system shall be safe and adequate for its intended use."
Services and Facilities,Gas as an energy source,G11.3.1,Supply systems shall be constructed to maintain a safe pressure range appropriate to the appliances and the type of gas used.
Services and Facilities,Gas as an energy source,G11.3.2,"The gas supply to all appliances in a single ventilated space, shall be fitted with an automatic cut-off activated by failure of any continuous forced ventilation system used for combustion, ventilation or safe operation of a fixed gas appliance."
Services and Facilities,Gas as an energy source,G11.3.3,A flued fixed gas appliance shall have no adverse interaction with any other flued appliance.
Services and Facilities,Gas as an energy source,G11.3.4,"Supply systems shall have isolation devices which permit the whole installation, or individual items of apparatus, to be isolated from the supply for maintenance, testing, fault detection or repair."
Services and Facilities,Gas as an energy source,G11.3.5,"Where gas is supplied from an external source, the supply system within buildings shall be constructed to avoid the likelihood of: (a) contamination of the external supply from other gas sources within the building, (b) adverse effects on the pressure of the external supply, and (c) the external supply pipe acting as an earthing conductor."
Services and Facilities,Gas as an energy source,G11.3.6,The location and installation of meters and service risers shall meet the requirements of the network utility operator.
Services and Facilities,Water supplies,G12.1,"The objective of this provision is to—(a) safeguard people from illness or injury caused by contaminated water: (b) safeguard people from injury caused by hot water system explosion, or from contact with excessively hot water: (c) safeguard people from loss of amenity arising from—(i) a lack of hot water for personal hygiene; or (ii) water for human consumption that is offensive in appearance, odour, or taste: (d) ensure that people with disabilities are able to carry out normal activities and functions within buildings. Objective G12.1(d) applies only to those buildings to which section 47A of the Act applies."
Services and Facilities,Water supplies,G12.2,"Buildings provided with water outlets, sanitary fixtures, or sanitary appliances must have safe and adequate water supplies."
Services and Facilities,Water supplies,G12.3.1,"Water intended for human consumption, food preparation, utensil washing, or oral hygiene must be potable. Performance G12.3.1 does not apply to backcountry huts."
Services and Facilities,Water supplies,G12.3.2,A potable water supply system must be—(a) protected from contamination; and (b) installed in a manner that avoids the likelihood of contamination within the system and the water main; and (c) installed using components that will not contaminate the water.
Services and Facilities,Water supplies,G12.3.3,A non-potable water supply system used for personal hygiene must be installed in a manner that avoids the likelihood of illness or injury being caused by the system.
Services and Facilities,Water supplies,G12.3.4,Water pipes and outlets provided with non-potable water must be clearly identified.
Services and Facilities,Water supplies,G12.3.5,"Sanitary fixtures and sanitary appliances must be provided with hot water when intended to be used for—(a) utensil washing; and (b) personal washing, showering, or bathing. Performance G12.3.5(b) applies to only housing, retirement homes, and early childhood centres."
Services and Facilities,Water supplies,G12.3.6,"If hot water is provided to sanitary fixtures and sanitary appliances used for personal hygiene, it must be delivered at a temperature that avoids the likelihood of scalding."
Services and Facilities,Water supplies,G12.3.7,Water supply systems must be installed in a manner that—(a) pipes water to sanitary fixtures and sanitary appliances at flow rates that are adequate for the correct functioning of those fixtures and appliances under normal conditions; and (b) avoids the likelihood of leakage; and (c) allows reasonable access to components likely to need maintenance; and (d) allows the system and any backflow prevention devices to be isolated for testing and maintenance.
Services and Facilities,Water supplies,G12.3.8,Vessels used for producing or storing hot water must be provided with safety features that—(a) relieve excessive pressure during both normal and abnormal conditions; and (b) limit temperatures to avoid the likelihood of flash steam production in the event of rupture.
Services and Facilities,Water supplies,G12.3.9,A hot water system must be capable of being controlled to prevent the growth of legionella bacteria.
Services and Facilities,Water supplies,G12.3.10,Water supply taps must be accessible and usable for people with disabilities. Performance G12.3.10 applies only to those buildings to which section 47A of the Act applies.
Services and Facilities,Foul water,G13.1,"The objective of this provision is to: (a) safeguard people from illness due to infection or contamination resulting from personal hygiene activities, and (b) safeguard people from loss of amenity due to the presence of unpleasant odours or the accumulation of offensive matter resulting from foul water disposal."
Services and Facilities,Foul water,G13.2,"Buildings in which sanitary fixtures and sanitary appliances using water-borne waste disposal are installed must be provided with—(a) an adequate plumbing and drainage system to carry foul water to appropriate outfalls; and (b) if no sewer is available, an adequate system for the storage, treatment, and disposal of foul water."
Services and Facilities,Foul water,G13.3.1,"The plumbing system shall be constructed to: (a) convey foul water from buildings to a drainage system, (b) avoid the likelihood of blockage and leakage, (c) avoid the likelihood of foul air and gases entering buildings, and (d) provide reasonable access for maintenance and clearing blockages."
Services and Facilities,Foul water,G13.3.2,"The drainage system shall: (a) convey foul water to an appropriate outfall, (b) be constructed to avoid the likelihood of blockage, (c) be supported, jointed and protected in a way that will avoid the likelihood of penetration of roots or the entry of ground water, (d) be provided with reasonable access for maintenance and clearing blockages, (e) be ventilated to avoid the likelihood of foul air and gases accumulating in the drainage system and sewer, and (f) be constructed to avoid the likelihood of damage from superimposed loads or normal ground movement."
Services and Facilities,Foul water,G13.3.3,"Where a sewer connection is available, the drainage system shall be connected to the sewer, and the connection shall be made in a manner that avoids damage to the sewer and is to the approval of the network utility operator."
Services and Facilities,Foul water,G13.3.4,"If no sewer is available, facilities for the storage, treatment, and disposal of foul water must be constructed—(a) with adequate capacity for the volume of foul water and the frequency of disposal; and (b) with adequate vehicle access for collection if required; and (c) to avoid the likelihood of contamination of any potable water supplies in compliance with Clause G12 Water supplies; and (d) to avoid the likelihood of contamination of soils, ground water, and waterways except as permitted under the Resource Management Act 1991; and (e) from materials that are impervious both to the foul water for which disposal is required, and to water; and (f) to avoid the likelihood of blockage and leakage; and (g) to avoid the likelihood of foul air and gases accumulating within or entering into buildings; and (h) to avoid the likelihood of unauthorised access by people; and (i) to permit easy cleaning and maintenance; and (j) to avoid the likelihood of damage from superimposed loads or normal ground movement; and (k) if those facilities are buried underground, to resist hydrostatic uplift pressures."
Services and Facilities,Industrial liquid waste,G14.1,The objective of this provision is to safeguard people from injury or illness caused by infection or contamination resulting from industrial liquid waste.
Services and Facilities,Industrial liquid waste,G14.2,"Buildings, in which industrial liquid waste is generated shall be provided with adequate spaces and facilities for the safe and hygienic collection, holding, treatment and disposal of the waste."
Services and Facilities,Industrial liquid waste,G14.3.1,"Industrial liquid waste shall be conveyed to storage containers and within disposal systems in a way which will: (a) transfer wastes from buildings safely and hygienically, (b) avoid the likelihood of blockage and leakage, (c) avoid the likelihood of foul air and gases entering buildings, and (d) provide reasonable access for clearing of blockages."
Services and Facilities,Industrial liquid waste,G14.3.2,"Industrial liquid waste shall be conveyed to storage containers and within disposal systems in a way which will: (a) transfer wastes from buildings safely and hygienically, (b) avoid the likelihood of blockage and leakage, (c) avoid the likelihood of foul air and gases entering buildings, and (d) provide reasonable access for clearing of blockages."
Services and Facilities,Solid waste,G15.1,The objective of this provision is to safeguard people from injury or illness caused by infection or contamination from solid waste.
Services and Facilities,Solid waste,G15.2,"Buildings shall be provided with space and facilities for the collection, and safe hygienic holding prior to disposal, of solid waste arising from the intended use of the buildings. Requirement G15.2 shall not apply to detached dwellings, household units of multi-unit dwellings, outbuildings or ancilliary buildings if there is independent access or private open space at ground level."
Services and Facilities,Solid waste,G15.3.1,"Where provision is made within buildings for the collection and temporary holding of solid waste, the spaces provided shall be: (a) of sufficient size for the volume of waste and frequency of disposal, (b) provided with reasonable access for the depositing and collection of the waste, (c) capable of maintaining sanitary conditions having regard to the types of waste and storage containers, and (d) capable of maintaining the appropriate temperature for the type of waste stored."
Services and Facilities,Solid waste,G15.3.2,"Where a rubbish chute is provided, it shall be located and constructed to: (a) convey the solid waste to an appropriate storage container, (b) avoid the likelihood of blockage or leakage, (c) permit easy cleaning and maintenance, (d) avoid the likelihood of foul air or gases accumulating or entering the building, (e) avoid the likelihood of the spread of fire beyond the refuse chute, (f) have openings that allow waste to be safely deposited in the chute, and (g) restrict access by children, animals and vermin."
Services and Facilities,Solid waste,G15.3.3,"Where it is acceptable to the network utility operator, solid waste which has been suitably treated for disposal to a sewer may be discharged via a foul water drain complying with Clause G13 Foul Water."
Energy Efficiency,Energy efficiency provisions,H1.1,The objective of this provision is to facilitate efficient use of energy. The objective of this provision is to facilitate efficient use of energy.
Energy Efficiency,Energy efficiency provisions,H1.2,"Buildings must be constructed to achieve an adequate degree of energy efficiency when that energy is used for—(a) modifying temperature, modifying humidity, providing ventilation, or doing all or any of those things; or (b) providing hot water to and from sanitary fixtures or sanitary appliances, or both; or (c) providing artificial lighting. Requirement H1.2(a) does not apply to assembly service buildings, industrial buildings, outbuildings, or ancillary buildings. Requirement H1.2(c) applies only to commercial buildings and communal non-residential buildings whose floor area is greater than 300 m2."
Energy Efficiency,Energy efficiency provisions,H1.3.1,The building envelope enclosing spaces where the temperature or humidity (or both) are modified must be constructed to—(a) provide adequate thermal resistance; and (b) limit uncontrollable airflow.
Energy Efficiency,Energy efficiency provisions,H.1.3.2E,Buildings must be constructed to ensure that their building performance index does not exceed 1.55. Performance H1.3.2E applies only to housing.
Energy Efficiency,Energy efficiency provisions,H1.3.3,"Account must be taken of physical conditions likely to affect energy performance of buildings, including—(a) the thermal mass of building elements; and (b) the building orientation and shape; and (c) the airtightness of the building envelope; and (d) the heat gains from services, processes and occupants; and (e) the local climate; and (f) heat gains from solar radiation."
Energy Efficiency,Energy efficiency provisions,H1.3.4,"Systems for the heating, storage, or distribution of hot water to and from sanitary fixtures or sanitary appliances must, having regard to the energy source used,—(a) limit the energy lost in the heating process; and (b) be constructed to limit heat losses from storage vessels and from distribution systems; and (c) be constructed to facilitate the efficient use of hot water. Performance H1.3.4(b) does not apply to individual storage vessels that are greater than 700 litres in capacity. Performance H1.3.4(c) applies only to housing."
Energy Efficiency,Energy efficiency provisions,H1.3.5,"Artificial lighting fixtures must—(a) be located and sized to limit energy use, consistent with the intended use of space; and (b) be fitted with a means to enable light intensities to be reduced, consistent with reduced activity in the space. Performance H1.3.5 does not apply to lighting provided solely to meet the requirements of Clause F6."
Energy Efficiency,Energy efficiency provisions,H1.3.6,"HVAC systems must be located, constructed, and installed to––(a) limit energy use, consistent with the intended use of space; and (b) enable them to be maintained to ensure their use of energy remains limited, consistent with the intended use of space. Performance H1.3.6 applies only to commercial buildings."
H1/AS1,Introduction,1.1.1.1,This document applies to: a) housing; and b) other buildings with an area of occupied space no greater than 300 m2. i
H1/AS2,Introduction,1.1.1.2,"For buildings that do not meet these characteristics, refer to the Acceptable Solution H1/AS2 or Verification Method H1/VM2 as a means to demonstrate compliance or use an alternative means to demonstrate complianc"
H1/AS3,Introduction,1.1.2.1,This acceptable solution does not include the use of foil insulation.
